x-axis,B
second,Volt
+18.700E-03,+875.000E-03
+18.800E-03,+875.000E-03
+18.900E-03,+875.000E-03
+19.000E-03,+921.875E-03
+19.100E-03,+968.750E-03
+19.200E-03,+984.375E-03
+19.300E-03,+1.015625E+00
+19.400E-03,+1.000000E+00
+19.500E-03,+953.125E-03
+19.600E-03,+890.625E-03
+19.700E-03,+859.375E-03
+19.800E-03,+859.375E-03
+19.900E-03,+859.375E-03
+20.000E-03,+921.875E-03
+20.100E-03,+953.125E-03
+20.200E-03,+984.375E-03
+20.300E-03,+1.015625E+00
+20.400E-03,+984.375E-03
+20.500E-03,+953.125E-03
+20.600E-03,+875.000E-03
+20.700E-03,+859.375E-03
+20.800E-03,+828.125E-03
+20.900E-03,+859.375E-03
+21.000E-03,+906.250E-03
+21.100E-03,+968.750E-03
+21.200E-03,+1.000000E+00
+21.300E-03,+1.031250E+00
+21.400E-03,+968.750E-03
+21.500E-03,+921.875E-03
+21.600E-03,+859.375E-03
+21.700E-03,+843.750E-03
+21.800E-03,+812.500E-03
+21.900E-03,+843.750E-03
+22.000E-03,+875.000E-03
+22.100E-03,+937.500E-03
+22.200E-03,+984.375E-03
+22.300E-03,+1.000000E+00
+22.400E-03,+968.750E-03
+22.500E-03,+906.250E-03
+22.600E-03,+828.125E-03
+22.700E-03,+796.875E-03
+22.800E-03,+765.625E-03
+22.900E-03,+781.250E-03
+23.000E-03,+875.000E-03
+23.100E-03,+937.500E-03
+23.200E-03,+968.750E-03
+23.300E-03,+1.000000E+00
+23.400E-03,+953.125E-03
+23.500E-03,+859.375E-03
+23.600E-03,+781.250E-03
+23.700E-03,+765.625E-03
+23.800E-03,+750.000E-03
+23.900E-03,+750.000E-03
+24.000E-03,+843.750E-03
+24.100E-03,+937.500E-03
+24.200E-03,+984.375E-03
+24.300E-03,+984.375E-03
+24.400E-03,+921.875E-03
+24.500E-03,+843.750E-03
+24.600E-03,+765.625E-03
+24.700E-03,+687.500E-03
+24.800E-03,+687.500E-03
+24.900E-03,+734.375E-03
+25.000E-03,+812.500E-03
+25.100E-03,+906.250E-03
+25.200E-03,+968.750E-03
+25.300E-03,+953.125E-03
+25.400E-03,+875.000E-03
+25.500E-03,+781.250E-03
+25.600E-03,+718.750E-03
+25.700E-03,+625.000E-03
+25.800E-03,+640.625E-03
+25.900E-03,+703.125E-03
+26.000E-03,+796.875E-03
+26.100E-03,+875.000E-03
+26.200E-03,+906.250E-03
+26.300E-03,+906.250E-03
+26.400E-03,+828.125E-03
+26.500E-03,+718.750E-03
+26.600E-03,+656.250E-03
+26.700E-03,+593.750E-03
+26.800E-03,+578.125E-03
+26.900E-03,+671.875E-03
+27.000E-03,+765.625E-03
+27.100E-03,+843.750E-03
+27.200E-03,+890.625E-03
+27.300E-03,+859.375E-03
+27.400E-03,+781.250E-03
+27.500E-03,+703.125E-03
+27.600E-03,+609.375E-03
+27.700E-03,+531.250E-03
+27.800E-03,+562.500E-03
+27.900E-03,+640.625E-03
+28.000E-03,+734.375E-03
+28.100E-03,+828.125E-03
+28.200E-03,+843.750E-03
+28.300E-03,+796.875E-03
+28.400E-03,+734.375E-03
+28.500E-03,+609.375E-03
+28.600E-03,+515.625E-03
+28.700E-03,+468.750E-03
+28.800E-03,+484.375E-03
+28.900E-03,+593.750E-03
+29.000E-03,+687.500E-03
+29.100E-03,+781.250E-03
+29.200E-03,+796.875E-03
+29.300E-03,+765.625E-03
+29.400E-03,+671.875E-03
+29.500E-03,+531.250E-03
+29.600E-03,+468.750E-03
+29.700E-03,+390.625E-03
+29.800E-03,+453.125E-03
+29.900E-03,+531.250E-03
+30.000E-03,+640.625E-03
+30.100E-03,+718.750E-03
+30.200E-03,+750.000E-03
+30.300E-03,+703.125E-03
+30.400E-03,+609.375E-03
+30.500E-03,+468.750E-03
+30.600E-03,+375.000E-03
+30.700E-03,+328.125E-03
+30.800E-03,+375.000E-03
+30.900E-03,+484.375E-03
+31.000E-03,+593.750E-03
+31.100E-03,+687.500E-03
+31.200E-03,+687.500E-03
+31.300E-03,+640.625E-03
+31.400E-03,+531.250E-03
+31.500E-03,+375.000E-03
+31.600E-03,+281.250E-03
+31.700E-03,+265.625E-03
+31.800E-03,+328.125E-03
+31.900E-03,+421.875E-03
+32.000E-03,+531.250E-03
+32.100E-03,+609.375E-03
+32.200E-03,+609.375E-03
+32.300E-03,+546.875E-03
+32.400E-03,+437.500E-03
+32.500E-03,+312.500E-03
+32.600E-03,+218.750E-03
+32.700E-03,+203.125E-03
+32.800E-03,+265.625E-03
+32.900E-03,+390.625E-03
+33.000E-03,+484.375E-03
+33.100E-03,+593.750E-03
+33.200E-03,+546.875E-03
+33.300E-03,+468.750E-03
+33.400E-03,+375.000E-03
+33.500E-03,+234.375E-03
+33.600E-03,+156.250E-03
+33.700E-03,+140.625E-03
+33.800E-03,+218.750E-03
+33.900E-03,+328.125E-03
+34.000E-03,+437.500E-03
+34.100E-03,+500.000E-03
+34.200E-03,+468.750E-03
+34.300E-03,+390.625E-03
+34.400E-03,+250.000E-03
+34.500E-03,+156.250E-03
+34.600E-03,+62.500E-03
+34.700E-03,+78.125E-03
+34.800E-03,+156.250E-03
+34.900E-03,+265.625E-03
+35.000E-03,+375.000E-03
+35.100E-03,+421.875E-03
+35.200E-03,+390.625E-03
+35.300E-03,+296.875E-03
+35.400E-03,+156.250E-03
+35.500E-03,+31.250E-03
+35.600E-03,+0.0E+00
+35.700E-03,+0.0E+00
+35.800E-03,+93.750E-03
+35.900E-03,+203.125E-03
+36.000E-03,+312.500E-03
+36.100E-03,+328.125E-03
+36.200E-03,+312.500E-03
+36.300E-03,+218.750E-03
+36.400E-03,+78.125E-03
+36.500E-03,-15.625E-03
+36.600E-03,-78.125E-03
+36.700E-03,-62.500E-03
+36.800E-03,+15.625E-03
+36.900E-03,+140.625E-03
+37.000E-03,+234.375E-03
